,attackhlc
122201,1
81978,0
65760,1
14144,1
28253,0
88792,1
18993,0
118051,1
3077,1
3091,0
86346,2
21292,1
123975,1
39977,0
108402,3
80013,1
36495,3
41906,1
51472,0
32478,0
39528,0
14520,0
11144,1
49804,0
29556,0
35800,0
19889,0
86121,0
40126,0
16970,0
85225,0
54803,1
117902,3
64318,1
119448,0
88129,1
10687,0
24241,0
69811,0
114069,0
54610,1
20180,0
67667,0
71980,1
8113,0
103121,1
121752,1
76659,0
82426,0
48216,1
5859,0
52162,0
32460,0
44055,1
52123,1
14683,1
86135,0
4795,0
8373,0
101472,1
56099,0
86600,1
114656,0
45107,0
100594,1
29854,0
59735,1
118994,0
8273,1
11128,0
44874,1
108201,1
30395,0
25080,1
92373,1
69711,0
107736,0
100893,1
35179,1
56512,3
110389,0
102932,0
76364,3
18998,0
78286,0
27217,0
91196,0
61153,0
53,0
4616,3
32699,1
9116,1
106098,0
116897,0
73088,0
100986,0
8813,1
121132,0
72306,0
41719,1
117282,1
43485,0
107774,1
42391,1
107310,0
7010,0
47504,1
54556,1
121926,2
70498,0
88419,0
89745,0
30653,0
81983,0
2686,0
53707,0
108264,3
123147,0
11761,0
57512,0
60730,0
59817,1
78046,0
93165,1
36813,0
91517,1
91338,0
88221,1
111920,1
92469,1
30250,0
95041,0
57919,0
57474,1
1728,0
69230,0
118187,1
74557,1
49842,1
16071,1
6429,0
51945,0
51085,1
74029,1
1514,1
16791,3
86482,1
120173,0
13523,3
30828,1
107272,0
19218,0
51817,2
88512,0
100861,1
47914,1
31485,3
9578,1
38499,3
92570,1
21151,0
61496,1
26762,0
34343,1
94097,1
49878,1
13807,0
57026,0
76750,1
39863,0
20232,0
98743,1
12873,0
105204,1
121504,3
83235,0
65330,0
91733,0
72903,1
38038,0
125059,3
54891,1
66807,0
81541,1
88599,0
70659,1
119907,0
90800,0
77557,1
101794,3
2489,1
107288,0
101249,1
32193,0
9542,3
112402,0
123237,0
37455,1
103276,0
62458,1
118165,1
41646,0
45125,1
16014,3
105729,1
49623,1
117223,1
5340,1
91222,1
29100,0
4143,1
43567,3
122762,0
92382,1
71629,0
53131,0
97752,0
53016,0
24706,0
69486,0
51162,0
46237,0
45040,1
87905,0
66494,0
85294,1
81436,0
87243,1
108228,1
22448,0
1673,0
107463,1
40683,0
13132,1
107708,1
44440,1
73955,1
66592,1
14170,1
116934,3
98271,0
52322,1
55906,0
36326,0
83934,3
18372,1
123418,1
87703,1
46757,1
75936,1
17715,0
55939,1
112143,1
8747,1
7428,1
105312,0
28953,0
25769,1
103148,1
33552,0
7280,1
68373,1
96604,0
94421,0
46455,1
9004,1
92441,0
91883,0
4341,0
112900,0
67692,1
13088,0
28464,0
22477,1
56755,0
3894,0
19562,0
80026,0
104842,0
47975,1
120285,0
28392,0
59601,1
25720,0
31425,0
15690,1
7302,3
23473,1
124555,0
102150,0
42465,1
90823,1
74082,0
83119,1
58678,0
90022,0
101009,1
82690,1
108286,0
18215,0
64483,0
82015,0
43065,0
77325,3
104153,3
81495,0
15027,0
63791,0
91785,1
8215,1
124037,1
64988,0
18375,0
28508,1
64641,1
40312,0
69478,0
79071,3
77475,0
117945,1
76622,0
104366,3
61468,0
103677,0
15637,1
98662,1
5533,0
54345,0
66297,3
80186,3
82575,1
77136,1
116052,3
98963,1
73907,0
119443,1
63783,0
66554,1
114106,0
95004,1
90076,3
77230,1
51083,1
42238,0
52828,0
18250,0
125661,1
14148,0
76521,3
99999,1
7213,1
122574,0
104401,0
117548,0
84644,1
47771,1
75426,0
124942,1
59212,0
60388,0
347,0
90154,1
78027,1
12221,0
75939,0
1139,1
87211,1
100637,0
123321,0
29336,1
123694,1
3933,1
47757,0
42804,3
77463,0
106426,0
16825,3
18490,3
3117,0
20898,0
70207,1
53421,1
1869,0
11399,0
109909,0
102449,1
41279,0
5759,0
90414,1
92821,1
7613,0
11019,1
46888,0
47395,1
58198,1
106581,0
100268,0
13681,0
116909,1
58824,1
41465,0
101982,3
56854,0
21976,0
1063,0
80908,1
88459,1
54879,0
4709,1
47431,0
66361,1
102975,0
82741,0
40046,0
57380,1
116827,1
103593,0
100538,0
40608,1
36161,0
40181,1
59576,0
73490,0
118207,0
87299,0
123624,0
104202,0
109131,1
92372,0
107170,0
89337,1
90310,0
38547,3
81609,0
120753,1
7208,3
64362,1
68678,1
98091,1
100722,1
36350,1
116398,0
88485,0
95245,0
42415,1
98376,0
55023,0
3474,0
37513,0
397,1
62309,3
63489,1
99172,1
48989,3
94502,1
107695,1
80369,1
31936,0
8218,0
42252,1
19876,0
110521,1
107005,1
64591,1
69424,0
54088,1
68498,0
17548,1
271,1
64544,1
63293,0
17954,0
86030,1
77460,1
106046,0
58063,1
23328,1
23350,0
50433,1
24208,0
59973,0
34612,0
48587,0
115745,1
24887,1
92569,1
43773,0
100182,1
124116,1
52969,3
44181,3
108886,1
13167,1
63231,1
2482,1
109328,0
62547,0
37206,0
73794,0
48320,1
33282,0
93828,0
37371,0
42954,0
112656,0
96845,1
91914,3
81243,1
109639,0
9002,1
45724,0
33043,1
40515,0
122740,1
85464,0
62078,0
104556,0
48612,0
41844,1
17778,1
51772,1
59780,0
36971,0
70569,0
61746,3
106890,1
78828,1
9063,0
100008,1
115453,1
119323,1
41114,0
20607,3
47607,0
70652,1
96032,1
114097,0
118549,0
36795,2
90943,0
51723,0
43662,1
68744,1
27964,0
115432,3
119842,0
30643,0
6130,1
80913,1
55745,1
18658,0
39960,0
28303,0
97450,0
42407,1
62866,0
48974,3
23250,0
5705,0
49908,0
38727,1
72796,0
100146,0
64119,0
72781,0
94975,0
89144,1
32746,0
22870,0
96481,0
20269,0
46780,0
34928,0
8130,1
104466,0
113928,0
73230,1
39725,2
13468,0
65774,0
64293,0
33886,0
50108,0
80222,0
52629,3
25805,1
59877,0
81141,3
114175,1
39455,2
75394,3
15526,0
45645,0
112589,3
32001,1
17160,0
96937,0
111526,0
74359,0
47077,0
18368,0
5519,1
103394,0
72460,3
116401,0
1234,1
53330,1
19451,0
74015,0
48769,0
118494,0
18318,0
83745,0
50556,0
51306,0
33682,0
19184,3
38594,1
86313,0
22502,1
46127,0
3840,0
68873,0
100220,1
124400,1
29741,0
48031,0
46562,0
62351,0
81841,1
76675,0
89727,0
86359,0
87305,0
78838,0
120254,0
20890,1
84395,1
117978,0
50406,0
22421,1
91042,3
109846,1
44729,1
102480,2
83922,3
88619,0
106258,1
99023,0
32785,1
65119,1
123641,0
112109,0
119962,0
81571,1
2771,1
81051,0
38515,0
86360,0
119497,0
47634,1
44034,3
49525,0
9902,3
117507,1
98826,1
120078,0
104586,1
48816,0
49886,3
108640,0
48155,3
89142,0
85797,3
110448,0
49074,0
79140,0
104843,0
87694,0
109236,1
14008,0
124967,0
121156,1
122161,0
93980,3
23074,0
104458,1
16676,0
64310,0
61615,0
64108,1
16615,0
44757,3
52586,1
74837,0
3589,3
8291,1
41148,1
114431,0
107141,1
89365,0
92495,1
28824,0
110723,0
90436,1
42726,3
2007,1
41119,1
99336,0
3279,1
117684,1
58118,3
93940,1
55977,0
60011,1
55466,1
1448,1
121064,0
40428,0
29925,0
122262,0
14412,1
59739,0
123305,1
88289,0
101188,0
117850,0
92588,1
73270,1
118602,0
82687,1
76766,1
77543,3
1542,3
9162,0
57279,1
71703,0
53168,0
49187,3
112353,0
66660,1
39713,0
63869,1
8381,0
89770,1
46536,0
30516,0
20591,0
500,0
53241,0
47073,0
11313,1
56361,0
7694,1
83342,0
60855,0
55119,0
19082,1
44196,0
15284,0
87989,1
82656,0
50069,3
30276,0
1589,0
60508,0
8873,0
69701,0
104703,1
76352,0
18110,0
15142,0
106625,0
10817,0
52076,1
4637,0
13977,0
34618,0
96179,0
32013,3
119514,0
76720,0
114461,1
116376,1
86408,0
36531,0
18831,3
75414,0
16101,0
67114,0
12687,0
125054,0
1491,0
62120,0
106866,1
14905,0
82314,1
95454,0
57608,0
82251,1
3907,0
72854,1
10444,1
11436,0
16849,0
90782,0
118777,1
125916,0
70804,0
38431,0
79136,1
28936,0
115772,0
27180,1
52028,0
34537,0
21975,0
62363,1
53105,0
124479,0
40985,0
120222,0
7252,1
122563,0
32897,0
79142,0
69565,1
104725,1
78725,1
50725,3
119495,1
100509,1
67350,0
80638,0
19282,1
99925,1
103909,3
50515,0
94235,0
1529,0
16058,0
57159,0
80703,0
12551,0
38151,0
45718,0
102047,0
67877,0
27280,0
13949,3
90522,1
68404,1
115355,0
61739,1
116562,1
95120,0
80827,0
71775,1
34171,0
63527,1
38386,1
118250,0
11734,1
90157,0
124900,3
48859,1
63610,1
97658,1
24690,1
34661,1
63465,1
93025,1
91960,3
87837,3
89162,1
77124,1
111090,1
94635,0
7624,1
51628,0
120799,1
35471,1
4089,0
110148,0
19798,0
20332,0
23497,0
70247,0
14408,1
73672,0
34732,0
59727,0
122465,0
75872,0
80042,3
905,1
108442,0
56120,0
66761,1
120418,3
55694,0
54282,0
125075,1
111135,0
87442,0
30150,1
88295,0
117792,0
113063,0
70221,1
79426,1
19964,1
33927,0
102962,0
43407,0
105600,0
109259,1
91442,0
24005,1
19673,0
72549,3
8115,0
50117,1
71717,3
124939,0
22589,1
30863,1
9369,0
36414,1
111163,0
14696,0
23187,0
88071,1
67996,1
99805,1
7082,0
121250,0
18827,0
122538,2
113597,0
29975,0
124697,1
103075,1
3993,0
107213,0
119619,1
86106,0
37219,0
50947,1
26101,1
94538,1
113708,1
76678,0
110049,0
69327,1
78344,0
109829,1
51282,1
102533,0
10393,1
50076,1
69184,1
11721,0
101617,1
44443,0
38552,3
27731,1
114860,1
15639,0
101517,1
119010,3
27107,1
56918,1
74399,0
117368,1
3321,1
20257,1
117669,0
58380,1
74711,3
78722,0
52863,0
120343,1
43520,0
94229,0
85367,0
7847,0
34736,0
59641,0
11400,0
115715,1
52991,0
64569,0
121265,0
93355,0
96044,3
48403,1
55298,0
61893,3
637,0
40385,1
1726,1
111748,0
43392,1
109878,1
93492,1
70504,1
48577,1
12590,3
29373,0
78566,0
99216,1
70210,1
111601,0
109939,0
37163,0
119825,3
122806,0
3725,1
37308,0
35475,0
6061,1
80766,3
15017,1
22146,0
111547,2
119692,1
10851,0
75466,0
66439,1
46610,0
54156,3
81956,0
11398,3
2900,1
119994,0
109002,0
59747,1
100014,1
91719,0
81251,3
95689,0
62549,1
54272,0
29147,0
39178,3
117948,1
72415,1
86102,1
1482,1
44584,0
75833,1
46928,0
11155,0
40695,0
123555,0
21347,1
8741,0
77589,1
107296,1
94649,0
48087,1
82640,1
7853,0
7757,0
90375,0
68641,0
50080,0
104214,1
117199,0
44886,0
99031,0
6993,1
55540,1
78505,0
4553,0
84286,0
103408,3
51410,0
91768,0
30397,1
38251,0
43770,1
93052,0
72604,3
102055,1
13310,0
63498,1
27615,1
89858,1
10755,0
51734,1
81557,0
59570,0
80479,1
102512,0
110253,1
22543,1
59215,0
123355,0
113807,0
2441,1
26,1
104665,0
38904,0
64332,1
69831,0
52555,0
58280,1
41916,0
75971,1
36780,2
79366,0
43600,0
34816,1
22640,0
20837,0
37,1
40013,0
90798,0
98329,3
74705,1
10780,0
97223,1
88309,0
73233,1
36111,0
22342,2
40725,1
65693,0
107692,1
83741,1
68931,3
96902,1
103042,1
99036,0
41586,1
95495,0
100048,0
60271,0
87287,0
104731,1
41302,0
46111,2
10036,0
27826,3
48118,0
46005,1
23675,2
122895,1
121400,1
68309,0
102934,0
52509,1
33753,1
98298,1
68146,1
49243,0
681,0
38341,0
103492,0
115875,1
112140,1
117864,0
91823,0
68109,0
5289,0
123656,1
113686,0
63609,0
46453,3
91254,0
98937,0
87575,0
44917,1
63095,0
5376,3
27764,1
118364,1
81551,1
9100,0
54256,0
80497,1
110803,1
72071,1
114838,0
44561,0
110014,1
53836,0
22872,0
113678,0
42249,0
87544,1
88585,0
28675,1
82675,0
72307,1
101353,3
6433,0
53975,0
93480,0
81132,0
114133,0
28899,0
125662,0
110724,3
93840,0
96150,1
34220,0
21623,1
83877,0
45476,0
18130,0
966,1
112227,0
109708,0
54886,1
43801,0
58263,1
76397,1
109935,0
4896,0
4447,1
6297,1
63720,0
78381,0
74219,0
69076,0
101104,1
102612,0
74844,1
102584,0
70945,0
117783,0
57655,0
110685,1
68352,0
80902,1
52108,1
71631,0
80816,0
53595,0
80443,0
54126,0
75950,0
134,1
41932,0
4754,0
113625,0
21952,0
112256,0
119303,0
96286,0
123913,0
61962,1
49740,0
44000,0
11964,0
44695,1
74268,1
7096,0
73063,3
120260,1
21502,0
95336,3
63265,1
58598,0
61691,1
16526,1
109424,0
96793,2
16449,1
43437,0
47153,1
123258,1
109949,0
48661,0
10402,0
25379,0
23055,0
98867,0
105941,0
17502,0
18204,0
59168,0
84491,1
37970,0
56838,3
84423,0
70943,0
20268,1
75020,1
104893,0
121892,0
124425,1
76025,1
72652,0
14374,3
88717,0
7015,1
3904,0
30909,1
98565,1
82992,3
28926,1
74128,0
121178,1
75462,0
74684,0
100250,1
51112,1
91191,0
2915,0
72708,0
101844,1
30227,0
47525,1
37869,1
80628,0
108363,0
3667,0
19004,0
80285,1
10066,0
98960,1
112006,3
8518,3
59070,3
120631,1
95098,1
291,1
85334,1
89526,0
15495,3
114970,0
35461,0
109105,1
45288,1
4670,1
94050,0
29799,1
98304,0
56984,0
72039,0
2725,0
109710,1
102503,1
58767,3
123215,1
11583,0
109856,3
100211,1
74053,1
55042,0
79097,3
105679,1
53875,0
122564,3
28382,0
36008,1
52775,0
62257,0
10314,0
73673,0
39572,1
5884,0
116422,0
31354,1
93793,0
86448,0
19295,0
70421,0
21879,0
83794,1
40785,1
66012,0
88261,1
87760,1
7895,0
91869,3
3181,1
107389,0
37159,1
5237,1
42527,1
120601,0
87163,0
9764,1
42844,0
37861,3
89237,1
92001,0
76705,3
36416,0
27711,1
118668,0
124428,1
17501,0
104700,1
29646,0
124068,1
87141,0
75014,0
7192,0
21298,0
64572,0
88581,3
34209,0
3560,1
61685,0
30512,3
44295,0
111603,1
57135,1
38305,0
43813,1
52632,0
13564,0
110347,0
16991,0
124738,0
430,0
71057,0
14680,1
35885,3
17184,0
533,0
90033,1
14782,0
12671,0
34414,0
96289,0
103318,1
33907,0
465,1
59298,1
84682,0
68228,3
64919,3
50584,0
122992,0
101949,0
56043,0
36375,0
80135,0
14885,1
110366,0
11296,1
121252,1
65945,1
74487,0
106993,1
67487,0
24412,3
11661,0
7770,1
18654,1
26189,0
46071,1
85069,0
94749,0
13635,1
81414,3
103566,0
20876,1
15216,0
31017,0
4024,0
31711,0
24500,3
51736,0
23667,0
33015,1
69232,0
73803,1
33716,1
100034,1
75091,0
8571,1
124833,0
108277,1
819,1
68025,0
8502,1
85703,0
125047,0
124451,0
83824,1
75068,1
1381,3
91265,0
4285,0
88495,1
73902,0
115679,1
88255,3
113976,3
98285,0
125416,1
100901,0
79500,0
42824,0
36233,1
47843,0
81331,3
26815,0
76350,0
83155,0
12432,1
49175,1
7638,0
52732,0
90911,0
26622,0
48746,0
71203,0
67225,0
9961,1
80289,0
108999,0
27596,1
103035,0
41711,0
74874,1
89650,1
120253,1
55968,3
48600,1
73863,0
44546,0
120522,1
53219,0
101245,3
119813,1
68787,0
112884,0
72789,0
38438,0
87565,0
107890,0
52637,1
96884,1
24232,1
26265,3
66718,0
36139,0
102285,0
94889,0
82913,1
91810,1
53493,1
20079,3
106795,1
17919,0
53006,1
76093,0
70164,3
85884,0
108265,0
61758,1
97122,1
10884,1
40317,1
41209,1
23429,1
40334,1
74762,1
6727,0
76845,0
29652,0
75570,0
72154,1
96339,0
123242,3
21431,0
89632,1
117059,0
87367,1
53847,1
59510,0
114778,1
89281,0
68085,1
78075,1
109175,0
19255,0
78770,0
7950,1
7050,0
80936,0
31689,0
29220,0
120409,1
112876,3
101058,0
94062,0
18814,1
42756,0
41429,1
6662,1
60464,0
94690,0
28186,0
6524,0
95141,0
96374,3
27343,1
101281,1
92819,0
117804,1
8323,0
86024,3
8652,0
87790,1
104049,0
114404,1
94903,0
118739,3
108861,0
110348,1
84179,1
26229,0
103843,1
71093,3
122215,1
39312,0
28154,0
55629,1
57893,1
79671,0
82151,3
30509,1
31935,1
79060,1
91856,1
96808,1
73716,1
36556,0
68167,1
14992,1
17482,1
124158,1
13498,0
75086,3
71896,1
99196,1
102466,0
119256,1
62161,1
88709,1
42442,1
105634,3
2196,3
2656,0
28,0
122305,0
43768,3
90381,1
81905,1
85819,3
81931,1
49510,0
100622,0
68194,0
71327,1
40435,1
26785,3
90836,3
101550,0
60236,1
51996,1
26642,0
29498,0
54248,0
107083,3
49084,0
5131,0
102664,0
49849,0
27690,0
84151,0
114098,1
11533,0
108894,1
14372,1
110118,0
122322,0
90580,0
84728,1
123367,0
37921,0
21382,0
108138,0
82849,0
36176,1
29002,1
48573,0
50459,0
33467,1
55428,3
17820,1
10724,1
57419,0
117305,0
83417,3
13010,0
47440,0
55984,0
59918,1
95227,2
80335,0
64315,0
9132,3
91000,1
5106,0
40495,3
302,1
22248,0
98122,1
65733,1
76166,1
24584,0
45614,3
1692,0
23724,1
21767,1
26590,1
63717,0
37377,0
69741,0
69815,0
125818,0
40661,0
107199,0
33424,0
11190,2
26657,0
67258,0
23946,1
7811,3
20279,3
44560,1
7408,0
36285,1
67669,1
51373,0
90758,0
8458,0
70007,1
84791,1
78369,0
5072,0
36423,1
74659,0
27636,0
66573,1
3521,1
58343,0
85532,3
89218,0
83192,0
51519,1
81572,1
120929,0
121605,1
105214,1
6838,0
71671,1
86188,1
39561,1
8990,1
79026,0
25631,3
67246,0
78632,1
117587,0
83118,0
99121,3
69077,3
124279,1
40493,3
49553,0
118289,1
92097,0
48253,0
121901,1
58724,3
79221,1
67586,1
58875,0
39445,0
87566,0
103512,1
91415,1
39052,1
98893,0
47430,1
88940,1
88016,0
21437,0
92816,1
75456,1
74403,0
79908,0
95016,0
78257,0
34678,3
59461,2
25044,3
117724,1
90950,0
71079,0
70909,0
38408,0
91279,0
7732,1
40762,0
68961,0
111750,0
39090,1
89239,1
101133,1
39382,0
80999,3
43586,0
16335,0
30543,0
43263,0
87067,0
118335,3
17402,0
108745,0
115195,0
113833,1
3494,1
81314,0
82184,1
4620,3
35619,0
57410,1
117717,0
94535,0
56750,0
46018,0
16236,1
75241,0
36867,0
87465,0
103263,0
120184,0
3655,1
59502,0
31386,1
116595,1
16153,1
62411,1
53895,0
67144,1
43383,0
34068,1
114143,3
20146,1
98514,1
46056,1
90307,0
98038,1
51510,1
5885,1
38829,3
33270,0
15125,3
114225,0
73117,0
81573,0
71792,3
68937,1
51121,3
13947,0
92848,1
10132,0
95265,1
15508,1
61179,1
120863,0
56329,1
47616,1
3374,0
64009,0
7095,0
50901,1
21628,1
106489,0
86915,0
90397,3
18394,0
98546,1
114310,0
2932,0
5090,1
59076,1
38604,1
66026,1
57394,0
85080,0
3524,0
93425,0
64643,1
98517,1
44059,1
79888,0
42064,1
51395,0
77014,1
125505,1
97313,3
1715,0
56614,3
104791,3
80405,3
9013,1
32306,0
22047,1
42053,1
73216,1
7242,1
37986,1
4481,0
44255,0
15083,3
112755,1
103526,0
6223,1
99212,0
22027,3
68178,3
57212,0
28199,0
83802,1
118086,0
50885,1
120776,0
16981,0
73115,0
18239,0
87415,1
114512,0
96977,1
33864,3
17283,3
45001,0
76826,1
69213,0
122993,0
116032,1
21512,3
72975,0
34442,1
116916,0
70967,3
61345,0
118575,3
81549,0
13355,0
84214,0
64479,0
114445,1
81560,0
89630,0
35402,1
120998,1
72375,3
24186,1
33380,1
512,0
49833,1
107238,0
13909,3
54363,0
103430,1
9348,1
64367,0
47562,0
119667,0
62983,0
75272,0
59815,3
37526,0
72036,3
56417,1
46602,0
67115,0
122862,0
85169,0
67893,1
80062,0
33268,0
34430,0
74635,1
46319,0
9424,1
73268,0
1630,0
106513,0
46847,0
48901,1
16864,1
82749,0
64589,1
88705,1
48077,3
24450,0
69729,0
4414,1
5459,3
4372,1
7607,3
117081,0
106425,0
21970,3
48332,0
85767,0
41595,1
48215,1
75621,0
93185,0
33427,0
70295,1
84280,0
108334,0
58427,0
73443,1
471,0
90252,0
33356,0
123087,1
68379,0
57859,0
104138,0
69215,3
67982,0
24582,3
74302,0
48054,0
32662,0
77541,1
124889,1
42500,0
105340,0
117602,2
90916,1
73148,0
43704,0
117736,0
60712,1
111164,0
69868,3
85372,0
98532,0
18230,0
40203,1
952,0
5465,1
36909,1
94152,0
66743,1
86533,0
12047,0
75709,0
124874,0
42387,0
22287,3
5391,1
102508,3
116143,0
110512,1
89482,0
108210,3
66243,1
50627,0
108167,1
40236,0
50265,1
12187,0
119417,1
59699,1
66032,0
51990,1
40843,4
58457,0
14154,1
9040,0
60029,1
25677,1
94360,0
6354,3
72606,1
117728,0
76117,3
10509,0
7294,0
34027,0
79076,1
60790,0
11514,3
102983,1
41118,3
72098,0
31205,0
32683,1
13141,1
94166,0
12252,3
5403,1
113860,1
17285,0
98078,3
96811,1
119357,3
123568,0
89139,1
111297,1
25892,0
10513,0
44692,2
73710,0
75038,0
98389,0
50902,0
69142,1
27502,1
51565,0
92063,0
92285,3
55347,1
70502,0
52337,1
124811,3
24528,0
110007,0
37412,1
3339,0
61960,1
45490,1
14481,0
19837,3
76536,1
78081,0
116735,3
111052,0
53870,3
76155,0
8492,2
73265,1
123645,3
103926,3
104116,1
14100,0
52135,1
3511,0
24019,3
74644,1
116520,0
45714,0
35767,0
38242,0
119468,1
87899,0
106770,0
65574,1
30187,0
83657,0
43660,3
4137,0
64105,0
4374,1
57299,0
13582,0
7266,1
100635,0
31565,0
59545,0
24491,1
81100,1
124447,0
44703,1
96076,3
26874,0
9586,0
108404,1
63554,1
20648,0
19236,0
69178,1
93057,0
87733,0
15962,0
59431,1
104511,1
10698,0
68082,0
84083,1
39246,1
125412,0
45545,3
92708,0
68957,1
93507,0
54438,1
90168,0
108582,0
77192,1
93930,0
113043,0
108329,0
94552,0
722,0
82162,0
33146,0
113839,1
84780,0
183,0
51521,0
106201,3
104847,0
113775,1
58036,0
36542,1
120154,1
85874,1
15984,1
47256,0
84847,0
85488,1
15183,0
9211,1
39681,0
63190,0
4033,0
115277,1
110618,0
6839,0
28275,1
101777,1
30431,0
23113,0
125729,0
100049,0
96565,1
45021,1
32905,1
91334,0
99602,0
98820,1
68310,1
8908,1
77044,0
80955,1
101366,1
68980,1
17772,0
121021,1
44947,1
106375,1
14428,0
49467,1
69784,0
111031,0
94342,0
67977,0
47507,0
7293,1
123462,1
63616,0
39943,1
57577,0
80809,1
60266,1
73442,1
53832,0
89477,1
82363,1
111264,0
35002,1
75017,1
116245,0
52360,0
119409,0
67043,0
117443,1
82776,0
35793,0
110808,3
105857,0
17318,1
1802,1
26810,0
76246,0
122295,0
14692,0
89295,1
20202,0
56563,1
23461,0
2166,0
110569,0
30208,0
18317,0
77796,2
57784,1
116352,0
30055,1
79335,0
44414,1
12604,1
92965,0
65522,0
75445,0
32730,1
26039,1
104527,1
107186,0
34411,1
18021,1
89596,1
31769,0
57015,1
75232,0
68021,0
100819,1
31387,0
102374,0
6131,0
35302,0
30703,0
98419,0
58921,0
95958,1
38909,0
125670,0
89881,1
93344,3
12588,0
61059,0
16157,0
2286,1
74606,0
60533,0
8860,0
35240,0
61003,1
107104,0
77714,1
90422,1
10454,0
93620,0
2914,1
59717,0
113767,0
98199,3
15885,0
64173,0
27213,1
114251,3
9163,1
73076,0
81581,1
96227,0
69400,1
44915,0
53427,1
52294,1
3137,0
111498,1
14222,0
116204,0
19973,1
15153,0
30453,1
116259,0
108122,0
7357,3
56936,0
41057,0
48914,1
75089,1
94477,1
72383,0
89948,0
99150,0
59078,1
51318,1
65480,1
22678,0
37838,0
47928,0
72018,0
70363,3
58441,2
28443,1
86245,0
59785,0
8354,1
65094,1
100968,3
121808,0
114037,1
74443,0
93570,1
73322,0
32229,3
56490,0
59203,0
45458,1
61446,0
116516,1
94409,0
124777,1
12124,2
23731,0
39244,1
92360,0
63859,3
53243,1
110652,0
58997,1
114163,3
101360,1
125764,3
119030,0
40218,3
40489,0
53743,0
29069,0
45448,0
61595,0
38637,0
493,0
61513,1
14123,0
18598,3
27212,1
1221,3
114462,0
21772,0
98720,0
103417,0
97550,3
94284,0
24945,0
33664,0
120760,1
98804,0
94378,1
53267,0
120189,0
42558,0
105506,0
90416,0
120568,1
24220,0
14469,0
6096,1
80538,1
42370,0
112215,1
4958,3
11530,1
75873,0
72020,1
55501,1
3089,3
112567,1
102253,1
58000,1
98120,3
36726,0
4343,0
58674,0
99975,0
119042,1
120682,0
40040,1
13062,1
38163,3
85570,3
14847,1
72161,0
94136,1
77848,3
29229,1
90121,1
80123,0
62329,0
53891,0
22605,0
82737,0
95079,0
55887,0
98933,3
10441,0
50444,0
17021,1
31730,3
67553,1
39077,1
7945,0
50296,1
2240,1
29730,0
47279,0
29691,0
44756,1
114450,1
100192,0
80343,0
31895,3
82499,0
21365,1
86792,0
59140,1
43527,3
59132,1
7421,3
40883,0
116604,0
10626,1
7864,1
98422,0
113102,1
89991,1
119365,0
56334,3
101504,0
9178,0
89615,1
61881,0
3281,0
44991,0
26800,1
91552,1
46221,0
43750,1
105955,0
100858,0
95340,0
77818,0
123549,0
39213,1
45321,2
68301,1
12282,0
62109,0
415,0
42749,3
112342,1
83654,0
32501,0
117917,1
82356,0
107053,0
83925,0
89917,1
38162,0
86940,0
92350,1
40387,0
33555,0
46232,3
110200,0
79959,1
16274,1
16050,0
71995,0
107008,0
11153,0
18768,1
44408,0
61092,1
91287,0
123858,0
43461,0
88680,0
113562,0
99437,0
72142,1
110943,1
58726,1
16810,3
41630,3
7041,1
22299,1
120454,1
4119,1
95343,1
95229,3
7069,1
76072,1
9971,0
52419,3
25543,0
19814,0
6898,0
71242,1
125908,1
16641,0
12992,1
115011,0
33127,1
59014,3
97380,0
40184,1
67642,0
63656,3
45894,0
6648,0
69945,0
66871,0
30484,1
123227,0
124093,0
6213,0
48622,3
38203,1
65941,1
59095,0
54459,1
2302,1
75486,3
12598,1
97459,0
58448,0
18127,0
85580,0
121388,0
89923,1
88149,3
60156,0
46716,0
3755,0
77038,1
4871,1
50893,0
33118,0
117015,1
55650,0
84579,0
124273,0
6506,1
108436,0
25383,1
23197,1
66220,0
121407,0
55368,0
10437,0
116432,3
72609,1
112278,1
55759,0
70732,0
74397,1
33744,0
51517,1
6660,0
70816,0
46989,0
84668,0
77324,1
124637,1
116331,1
84216,0
24084,1
49037,0
71771,0
92439,3
16483,0
26438,1
120482,3
89145,0
13405,0
87292,0
57110,0
59267,0
17475,1
64255,0
9081,3
5565,0
38057,1
56753,0
16505,0
65381,3
54762,1
116588,0
100074,0
2372,0
64325,1
774,0
78254,0
112126,1
89667,0
75835,0
54149,0
101427,0
26102,0
64302,0
117372,3
42935,0
74609,0
79019,0
49974,1
102637,3
45150,0
97146,1
114767,0
58289,1
15205,0
113705,1
88241,1
66996,0
94717,1
87322,3
121127,2
61966,0
86440,0
23568,0
74997,0
119922,0
55823,0
50782,0
38029,0
78107,1
20012,1
45919,0
115868,0
28813,0
84546,1
34964,3
19384,3
62776,0
8916,0
125520,1
48959,0
123494,1
96850,1
107853,0
3565,1
90516,1
111541,0
76582,1
87810,1
116333,0
80280,1
65896,1
56274,1
109690,0
16908,0
124984,1
17544,3
40007,3
51638,1
20368,3
28150,1
87915,0
14419,1
34508,0
29032,0
118392,1
16070,0
111639,0
59868,3
55767,0
121996,0
72103,1
94043,1
56454,0
58426,3
87362,1
6722,0
100408,0
101419,1
85843,0
70748,1
19710,0
63219,0
36305,3
1298,1
31436,0
81295,0
35505,0
105072,1
73875,3
100367,0
103986,1
86354,0
57352,1
8907,0
22402,0
63591,0
123576,1
99622,1
94986,0
52427,0
47215,0
122997,0
